time;stolen;load
1674339203;9657;0.03
1674339263;9658;0.08
1674339323;9662;0.03
1674339383;9663;0.01
1674339443;9665;0.04
1674339503;9666;0.01
1674339563;9667;0.04
1674339623;9668;0.01
1674339683;9669;0.05
1674339743;9670;0.02
1674339803;9673;0.05
1674339863;9674;0.02
1674339923;9677;0.13
1674339983;9678;0.10
1674340043;9680;0.04
1674340103;9681;0.07
1674340163;9682;0.02
1674340223;9685;0.08
1674340283;9687;0.03
1674340343;9689;0.08
1674340403;9691;0.03
1674340463;9691;0.01
1674340523;9693;0.00
1674340583;9694;0.00
1674340643;9695;0.00
1674340703;9697;0.03
1674340763;9699;0.01
1674340823;9700;0.04
1674340883;9701;0.01
1674340943;9703;0.04
1674341003;9704;0.01
1674341063;9706;0.05
1674341123;9707;0.02
1674341183;9710;0.00
1674341243;9712;0.04
1674341303;9715;0.01
1674341363;9716;0.05
1674341423;9717;0.02
1674341483;9721;0.05
1674341543;9721;0.02
1674341604;9723;0.00
1674341664;9725;0.00
1674341724;9726;0.00
1674341784;9727;0.06
1674341844;9729;0.06
1674341904;9730;0.02
1674341964;9731;0.05
1674342024;9734;0.02
1674342084;9735;0.06
1674342144;9736;0.02
1674342204;9737;0.06
1674342264;9737;0.02
1674342324;9738;0.07
1674342384;9739;0.10
1674342444;9740;0.03
1674342504;9741;0.01
1674342564;9742;0.00
1674342624;9743;0.00
1674342684;9744;0.00
1674342744;9745;0.00
1674342804;9746;0.04
1674342864;9748;0.01
1674342924;9749;0.08
1674342984;9750;0.03
1674343044;9752;0.01
1674343104;9754;0.00
1674343164;9755;0.04
1674343224;9756;0.01
1674343284;9757;0.00
1674343344;9759;0.00
1674343404;9759;0.00
1674343464;9761;0.00
1674343524;9763;0.00
1674343584;9764;0.00
1674343644;9765;0.00
1674343704;9765;0.06
1674343764;9766;0.02
1674343824;9768;0.07
1674343884;9769;0.02
1674343944;9769;0.08
1674344004;9771;0.03
1674344064;9771;0.09
1674344124;9772;0.03
1674344184;9773;0.01
1674344244;9774;0.06
1674344304;9775;0.02
1674344364;9776;0.01
1674344424;9777;0.00
1674344484;9778;0.07
1674344544;9779;0.02
1674344604;9780;0.08
1674344664;9781;0.03
1674344724;9781;0.09
1674344784;9782;0.03
1674344844;9783;0.01
1674344904;9784;0.00
1674344964;9785;0.07
1674345024;9787;0.02
1674345084;9787;0.01
1674345144;9788;0.00
1674345204;9790;0.00
1674345264;9791;0.00
1674345324;9791;0.00
1674345384;9792;0.03
1674345444;9793;0.01
1674345504;9796;0.00
1674345564;9797;0.03
1674345624;9801;0.01
1674345684;9802;0.04
1674345744;9803;0.01
1674345804;9805;0.04
1674345864;9805;0.01
1674345924;9808;0.05
1674345984;9809;0.02
1674346044;9811;0.05
1674346105;9812;0.07
1674346165;9814;0.02
1674346225;9814;0.01
1674346285;9816;0.00
1674346345;9817;0.00
1674346405;9818;0.00
1674346465;9819;0.00
1674346525;9823;0.10
1674346585;9824;0.04
1674346645;9826;0.01
1674346705;9827;0.07
1674346765;9828;0.09
1674346825;9829;0.03
1674346885;9830;0.08
1674346945;9832;0.03
1674347005;9834;0.08
1674347065;9835;0.03
1674347125;9837;0.09
1674347185;9839;0.09
1674347245;9842;0.03
1674347305;9843;0.07
1674347365;9844;0.02
1674347425;9847;0.06
1674347485;9848;0.02
1674347545;9849;0.07
1674347605;9850;0.02
1674347665;9851;0.08
1674347725;9853;0.03
1674347785;9854;0.09
1674347845;9855;0.03
1674347905;9856;0.01
1674347965;9858;0.05
1674348025;9858;0.08
1674348085;9859;0.03
1674348145;9861;0.08
1674348205;9861;0.03
1674348265;9862;0.09
1674348325;9863;0.03
1674348385;9864;0.01
1674348445;9866;0.03
1674348505;9868;0.01
1674348565;9869;0.06
1674348625;9870;0.02
1674348685;9871;0.04
1674348745;9874;0.01
1674348805;9876;0.04
1674348865;9877;0.01
1674348925;9879;0.04
1674348985;9880;0.01
1674349045;9881;0.00
1674349105;9882;0.00
1674349165;9883;0.00
1674349225;9884;0.04
1674349285;9885;0.01
1674349345;9887;0.05
1674349405;9888;0.02
1674349465;9889;0.05
1674349525;9891;0.02
1674349585;9892;0.06
1674349645;9895;0.02
1674349705;9895;0.06
1674349765;9897;0.08
1674349825;9898;0.07
1674349885;9899;0.02
1674349945;9900;0.05
1674350005;9901;0.02
1674350065;9903;0.05
1674350125;9904;0.02
1674350185;9906;0.05
1674350245;9907;0.02
1674350305;9909;0.06
1674350365;9909;0.02
1674350425;9910;0.06
1674350485;9911;0.02
1674350545;9912;0.06
1674350606;9914;0.02
1674350666;9915;0.06
1674350726;9916;0.02
1674350786;9918;0.07
1674350846;9919;0.02
1674350906;9923;0.07
1674350966;9924;0.03
1674351026;9924;0.01
1674351086;9926;0.00
1674351146;9927;0.00
1674351206;9928;0.00
1674351266;9929;0.00
1674351326;9930;0.00
1674351386;9932;0.04
1674351446;9933;0.01
1674351506;9933;0.05
1674351566;9934;0.02
1674351626;9935;0.05
1674351686;9935;0.05
1674351746;9937;0.07
1674351806;9938;0.02
1674351866;9940;0.07
1674351926;9941;0.10
1674351986;9941;0.03
1674352046;9942;0.06
1674352106;9944;0.09
1674352166;9946;0.03
1674352226;9947;0.01
1674352286;9952;0.08
1674352346;9987;0.22
1674352406;10005;0.35
1674352466;10006;0.13
1674352526;10008;0.05
1674352586;10013;0.16
1674352646;10015;0.21
1674352706;10017;0.14
1674352766;10018;0.05
1674352826;10022;0.16
1674352886;10022;0.28
1674352946;10023;0.10
1674353006;10024;0.04
1674353066;10025;0.01
1674353126;10025;0.00
1674353186;10026;0.00
1674353246;10027;0.00
1674353306;10030;0.00
1674353366;10044;0.06
1674353426;10079;0.02
1674353486;10109;0.04
1674353546;10145;0.19
1674353606;10177;0.07
1674353666;10207;0.13
1674353726;10246;0.04
1674353786;10268;0.25
1674353846;10284;0.09
1674353906;10285;0.11
1674353966;10287;0.04
1674354026;10289;0.01
1674354086;10291;0.04
1674354146;10291;0.12
1674354206;10292;0.04
1674354266;10293;0.01
1674354326;10294;0.05
1674354386;10294;0.02
1674354446;10296;0.06
1674354506;10296;0.02
1674354566;10298;0.06
1674354626;10298;0.02
1674354686;10299;0.07
1674354747;10300;0.02
1674354807;10303;0.05
1674354867;10305;0.02
1674354927;10306;0.00
1674354987;10307;0.00
1674355047;10308;0.06
1674355107;10309;0.02
1674355167;10311;0.07
1674355227;10313;0.02
1674355287;10313;0.07
1674355347;10314;0.03
1674355407;10315;0.01
1674355467;10316;0.00
1674355527;10317;0.04
1674355587;10317;0.01
1674355647;10318;0.05
1674355707;10319;0.02
1674355767;10319;0.05
1674355827;10320;0.02
1674355887;10321;0.06
1674355947;10321;0.02
1674356007;10322;0.06
1674356067;10323;0.02
1674356127;10324;0.06
1674356187;10325;0.02
1674356247;10326;0.07
1674356307;10329;0.02
1674356367;10330;0.07
1674356427;10331;0.03
1674356487;10333;0.09
1674356547;10335;0.03
1674356607;10337;0.08
1674356667;10339;0.11
1674356727;10341;0.04
1674356787;10342;0.01
1674356847;10346;0.00
1674356907;10347;0.00
1674356967;10348;0.00
1674357027;10348;0.00
1674357087;10350;0.00
1674357147;10351;0.00
1674357207;10353;0.08
1674357267;10353;0.03
1674357327;10354;0.07
1674357387;10355;0.02
1674357447;10356;0.01
1674357507;10358;0.00
1674357567;10359;0.00
1674357627;10361;0.00
1674357687;10362;0.00
1674357747;10363;0.00
1674357807;10364;0.00
1674357867;10365;0.00
1674357927;10367;0.08
1674357987;10368;0.03
1674358047;10369;0.01
1674358107;10371;0.03
1674358167;10372;0.01
1674358227;10373;0.04
1674358287;10374;0.01
1674358347;10374;0.04
1674358407;10375;0.01
1674358467;10376;0.10
1674358527;10377;0.04
1674358587;10377;0.05
1674358647;10378;0.02
1674358707;10379;0.05
1674358767;10380;0.02
1674358827;10381;0.00
1674358887;10381;0.00
1674358947;10382;0.00
1674359007;10384;0.00
1674359068;10386;0.07
1674359128;10386;0.02
1674359188;10387;0.01
1674359248;10388;0.00
1674359308;10389;0.07
1674359368;10390;0.07
1674359428;10391;0.02
1674359488;10392;0.06
1674359548;10394;0.02
1674359608;10395;0.06
1674359668;10396;0.02
1674359728;10397;0.04
1674359788;10398;0.05
1674359848;10400;0.02
1674359908;10401;0.05
1674359968;10403;0.02
1674360028;10406;0.05
1674360088;10407;0.02
1674360148;10408;0.06
1674360208;10409;0.02
1674360268;10410;0.00
1674360328;10411;0.11
1674360388;10412;0.04
1674360448;10416;0.07
1674360508;10417;0.03
1674360568;10418;0.08
1674360628;10420;0.03
1674360688;10422;0.08
1674360748;10425;0.03
1674360808;10426;0.09
1674360868;10428;0.09
1674360928;10430;0.09
1674360988;10431;0.03
1674361048;10432;0.01
1674361108;10434;0.00
1674361168;10435;0.00
1674361228;10436;0.00
1674361288;10437;0.00
1674361348;10438;0.00
1674361408;10439;0.00
1674361468;10440;0.00
1674361528;10441;0.00
1674361588;10442;0.00
1674361648;10443;0.00
1674361708;10444;0.00
1674361768;10445;0.00
1674361828;10447;0.00
1674361888;10448;0.00
1674361948;10450;0.00
1674362008;10451;0.00
1674362068;10452;0.16
1674362128;10453;0.06
1674362188;10455;0.21
1674362248;10457;0.08
1674362308;10458;0.08
1674362368;10460;0.11
1674362428;10461;0.10
1674362488;10463;0.03
1674362548;10464;0.07
1674362608;10465;0.02
1674362668;10467;0.08
1674362728;10468;0.03
1674362788;10469;0.06
1674362848;10471;0.02
1674362908;10472;0.01
1674362968;10473;0.00
1674363028;10475;0.00
1674363088;10476;0.00
1674363148;10476;0.00
1674363208;10478;0.00
1674363268;10480;0.00
1674363328;10481;0.00
1674363389;10482;0.00
1674363449;10483;0.03
1674363509;10484;0.01
1674363569;10486;0.04
1674363629;10487;0.01
1674363689;10488;0.00
1674363749;10490;0.00
1674363809;10491;0.00
1674363869;10492;0.00
1674363929;10492;0.00
1674363989;10494;0.03
1674364049;10496;0.04
1674364109;10499;0.01
1674364169;10500;0.04
1674364229;10501;0.01
1674364289;10502;0.04
1674364349;10503;0.01
1674364409;10504;0.04
1674364469;10505;0.01
1674364529;10506;0.05
1674364589;10507;0.02
1674364649;10509;0.05
1674364709;10510;0.08
1674364769;10513;0.03
1674364829;10515;0.01
1674364889;10516;0.00
1674364949;10518;0.00
1674365009;10520;0.05
1674365069;10521;0.02
1674365129;10524;0.06
1674365189;10526;0.02
1674365249;10528;0.20
1674365309;10529;0.08
1674365369;10530;0.03
1674365429;10533;0.14
1674365489;10534;0.05
1674365549;10536;0.05
1674365609;10539;0.02
1674365669;10540;0.04
1674365729;10541;0.01
1674365789;10543;0.04
1674365849;10544;0.01
1674365909;10545;0.00
1674365969;10546;0.00
1674366029;10547;0.00
1674366089;10550;0.00
1674366149;10551;0.00
1674366209;10554;0.00
1674366269;10555;0.00
1674366329;10558;0.00
1674366389;10560;0.00
1674366449;10561;0.00
1674366509;10562;0.08
1674366569;10564;0.07
1674366629;10566;0.02
1674366689;10568;0.01
1674366749;10569;0.00
1674366809;10570;0.00
1674366869;10571;0.00
1674366929;10571;0.07
1674366989;10573;0.02
1674367049;10575;0.01
1674367109;10576;0.05
1674367169;10577;0.09
1674367229;10578;0.03
1674367289;10579;0.01
1674367349;10581;0.00
1674367409;10582;0.00
1674367470;10583;0.00
1674367530;10584;0.00
1674367590;10585;0.00
1674367650;10586;0.00
1674367710;10587;0.11
1674367770;10588;0.04
1674367830;10589;0.01
1674367890;10590;0.00
1674367950;10593;0.08
1674368010;10594;0.03
1674368070;10595;0.01
1674368130;10596;0.03
1674368190;10598;0.01
1674368250;10600;0.04
1674368310;10602;0.01
1674368370;10604;0.04
1674368430;10604;0.01
1674368490;10606;0.00
1674368550;10607;0.00
1674368610;10609;0.00
1674368670;10610;0.00
1674368730;10613;0.00
1674368790;10615;0.04
1674368850;10616;0.01
1674368910;10617;0.04
1674368970;10619;0.01
1674369030;10620;0.00
1674369090;10621;0.00
1674369150;10623;0.00
1674369210;10623;0.00
1674369270;10624;0.00
1674369330;10626;0.05
1674369390;10627;0.06
1674369450;10629;0.02
1674369510;10630;0.00
1674369570;10632;0.03
1674369630;10633;0.08
1674369690;10634;0.03
1674369750;10635;0.08
1674369810;10636;0.03
1674369870;10637;0.09
1674369930;10638;0.03
1674369990;10639;0.01
1674370050;10641;0.03
1674370110;10643;0.01
1674370170;10644;0.04
1674370230;10645;0.04
1674370290;10646;0.06
1674370350;10648;0.02
1674370410;10649;0.05
1674370470;10650;0.02
1674370530;10650;0.06
1674370590;10651;0.02
1674370650;10652;0.00
1674370710;10653;0.00
1674370770;10653;0.00
1674370830;10658;0.19
1674370890;10660;0.07
1674370950;10661;0.02
1674371010;10662;0.01
1674371070;10662;0.00
1674371130;10663;0.00
1674371190;10664;0.00
1674371250;10665;0.00
1674371310;10667;0.00
1674371370;10667;0.08
1674371430;10668;0.03
1674371490;10669;0.01
1674371550;10669;0.00
1674371610;10670;0.00
1674371670;10671;0.00
1674371730;10671;0.00
1674371790;10672;0.00
1674371851;10674;0.00
1674371911;10674;0.00
1674371971;10675;0.00
1674372031;10675;0.00
1674372091;10676;0.05
1674372151;10677;0.02
1674372211;10678;0.00
1674372271;10678;0.00
1674372331;10679;0.00
1674372391;10680;0.00
1674372451;10681;0.00
1674372511;10682;0.00
1674372571;10683;0.00
1674372631;10685;0.00
1674372691;10686;0.05
1674372751;10687;0.06
1674372811;10688;0.02
1674372871;10689;0.05
1674372931;10690;0.02
1674372991;10691;0.05
1674373051;10693;0.02
1674373111;10694;0.06
1674373171;10695;0.02
1674373231;10696;0.06
1674373291;10697;0.02
1674373351;10698;0.05
1674373411;10699;0.02
1674373471;10700;0.00
1674373531;10701;0.00
1674373591;10702;0.00
1674373651;10704;0.00
1674373711;10705;0.00
1674373771;10707;0.00
1674373831;10710;0.00
1674373891;10711;0.00
1674373951;10715;0.07
1674374011;10718;0.02
1674374071;10719;0.09
1674374131;10722;0.03
1674374191;10724;0.01
1674374251;10725;0.00
1674374311;10728;0.00
1674374371;10730;0.04
1674374431;10733;0.01
1674374491;10735;0.00
1674374551;10737;0.04
1674374611;10739;0.07
1674374671;10740;0.02
1674374731;10741;0.06
1674374791;10742;0.02
1674374851;10743;0.07
1674374911;10746;0.02
1674374971;10747;0.07
1674375031;10750;0.03
1674375091;10751;0.08
1674375151;10753;0.09
1674375211;10755;0.03
1674375271;10756;0.04
1674375331;10758;0.01
1674375391;10759;0.00
1674375451;10761;0.00
1674375511;10764;0.04
1674375571;10765;0.01
1674375631;10767;0.04
1674375691;10768;0.01
1674375751;10770;0.00
1674375811;10771;0.00
1674375871;10772;0.06
1674375931;10774;0.02
1674375991;10778;0.07
1674376052;10782;0.02
1674376112;10785;0.07
1674376172;10787;0.03
1674376232;10788;0.08
1674376292;10789;0.03
1674376352;10791;0.09
1674376412;10792;0.07
1674376472;10792;0.02
1674376532;10794;0.01
1674376592;10795;0.00
1674376652;10796;0.00
1674376712;10797;0.00
1674376772;10798;0.06
1674376832;10799;0.02
1674376892;10800;0.07
1674376952;10802;0.02
1674377012;10803;0.06
1674377072;10803;0.06
1674377132;10804;0.02
1674377192;10805;0.05
1674377252;10807;0.02
1674377312;10808;0.06
1674377372;10809;0.02
1674377432;10810;0.06
1674377492;10810;0.02
1674377552;10812;0.01
1674377612;10813;0.00
1674377672;10815;0.00
1674377732;10816;0.00
1674377792;10818;0.00
1674377852;10821;0.00
1674377912;10822;0.00
1674377972;10823;0.00
1674378032;10825;0.00
1674378092;10826;0.00
1674378152;10827;0.00
1674378212;10828;0.00
1674378272;10830;0.00
1674378332;10830;0.00
1674378392;10831;0.00
1674378452;10833;0.00
1674378512;10834;0.00
1674378572;10835;0.00
1674378632;10836;0.00
1674378692;10839;0.00
1674378752;10839;0.03
1674378812;10841;0.06
1674378872;10843;0.10
1674378932;10844;0.04
1674378992;10845;0.06
1674379052;10848;0.02
1674379112;10850;0.05
1674379172;10851;0.02
1674379232;10853;0.06
1674379292;10854;0.02
1674379352;10855;0.00
1674379412;10857;0.00
1674379472;10858;0.00
1674379532;10859;0.06
1674379592;10861;0.02
1674379652;10863;0.01
1674379712;10865;0.00
1674379772;10866;0.07
1674379832;10867;0.02
1674379892;10869;0.09
1674379952;10872;0.03
1674380012;10873;0.01
1674380073;10875;0.00
1674380133;10877;0.00
1674380193;10878;0.00
1674380253;10880;0.00
1674380313;10881;0.00
1674380373;10883;0.00
1674380433;10885;0.07
1674380493;10888;0.02
1674380553;10891;0.08
1674380613;10892;0.03
1674380673;10893;0.09
1674380733;10895;0.13
1674380793;10898;0.05
1674380853;10900;0.08
1674380913;10901;0.03
1674380973;10902;0.08
1674381033;10903;0.03
1674381093;10905;0.09
1674381153;10907;0.03
1674381213;10909;0.01
1674381273;10911;0.00
1674381333;10912;0.00
1674381393;10913;0.00
1674381453;10921;0.00
1674381513;10924;0.00
1674381573;10928;0.04
1674381633;10931;0.01
1674381693;10933;0.05
1674381753;10936;0.02
1674381813;10940;0.05
1674381873;10942;0.02
1674381933;10945;0.06
1674381993;10946;0.02
1674382053;10953;0.00
1674382113;10962;0.00
1674382173;10972;0.00
1674382233;10977;0.05
1674382293;10985;0.02
1674382353;10997;0.06
1674382413;11007;0.07
1674382473;11016;0.12
1674382533;11021;0.12
1674382593;11025;0.04
1674382653;11028;0.01
1674382713;11033;0.00
1674382773;11034;0.00
1674382833;11037;0.05
1674382893;11039;0.05
1674382953;11042;0.02
1674383013;11046;0.04
1674383073;11048;0.01
1674383133;11053;0.04
1674383193;11057;0.01
1674383253;11062;0.07
1674383313;11065;0.02
1674383373;11066;0.01
1674383433;11070;0.00
1674383493;11073;0.03
1674383553;11075;0.01
1674383613;11079;0.00
1674383674;11080;0.00
1674383734;11083;0.00
1674383794;11084;0.00
1674383854;11086;0.00
1674383914;11087;0.04
1674383974;11091;0.01
1674384034;11094;0.05
1674384094;11096;0.02
1674384154;11099;0.05
1674384214;11101;0.02
1674384274;11105;0.00
1674384334;11107;0.00
1674384394;11110;0.07
1674384454;11117;0.02
1674384514;11121;0.09
1674384574;11126;0.03
1674384634;11130;0.01
1674384694;11132;0.00
1674384754;11136;0.00
1674384814;11139;0.00
1674384874;11141;0.00
1674384934;11144;0.00
1674384994;11147;0.00
1674385054;11151;0.03
1674385114;11155;0.06
1674385174;11162;0.02
1674385234;11166;0.06
1674385294;11168;0.02
1674385354;11173;0.07
1674385414;11177;0.02
1674385474;11180;0.01
1674385534;11181;0.00
1674385594;11183;0.07
1674385654;11187;0.02
1674385714;11189;0.01
1674385774;11192;0.05
1674385834;11193;0.02
1674385894;11197;0.06
1674385954;11201;0.02
1674386014;11203;0.06
1674386074;11207;0.02
1674386134;11211;0.07
1674386194;11217;0.02
1674386254;11223;0.10
1674386314;11227;0.04
1674386374;11230;0.01
1674386434;11233;0.00
1674386494;11236;0.12
1674386554;11242;0.04
1674386614;11248;0.09
1674386674;11253;0.03
1674386734;11255;0.01
1674386794;11260;0.03
1674386854;11263;0.01
1674386914;11266;0.00
1674386974;11268;0.05
1674387034;11270;0.02
1674387094;11273;0.06
1674387154;11275;0.02
1674387214;11280;0.05
1674387274;11283;0.02
1674387334;11285;0.00
1674387394;11287;0.00
1674387454;11289;0.00
1674387515;11292;0.06
1674387575;11295;0.02
1674387635;11300;0.11
1674387695;11305;0.04
1674387755;11312;0.12
1674387815;11316;0.04
1674387875;11320;0.09
1674387935;11328;0.09
1674387995;11332;0.03
1674388055;11338;0.10
1674388115;11346;0.17
1674388175;11349;0.06
1674388235;11356;0.07
1674388295;11359;0.02
1674388355;11364;0.06
1674388415;11370;0.02
1674388475;11374;0.06
1674388535;11382;0.02
1674388595;11388;0.01
1674388655;11396;0.00
1674388715;11403;0.00
1674388775;11406;0.07
1674388835;11419;0.02
1674388895;11423;0.09
1674388955;11426;0.03
1674389015;11428;0.01
1674389075;11429;0.00
1674389135;11431;0.00
1674389195;11433;0.00
1674389255;11437;0.00
1674389315;11444;0.00
1674389375;11448;0.03
1674389435;11453;0.01
1674389495;11455;0.04
1674389555;11457;0.01
1674389615;11459;0.00
1674389675;11460;0.00
1674389735;11462;0.00
1674389795;11465;0.03
1674389855;11468;0.01
1674389915;11473;0.04
1674389975;11475;0.06
1674390035;11478;0.06
1674390095;11481;0.02
1674390155;11483;0.05
1674390215;11486;0.02
1674390275;11488;0.05
1674390335;11491;0.02
1674390395;11497;0.05
1674390455;11498;0.02
1674390515;11500;0.06
1674390575;11502;0.02
1674390635;11506;0.00
1674390695;11508;0.00
1674390755;11510;0.00
1674390815;11512;0.04
1674390875;11513;0.01
1674390935;11515;0.00
1674390995;11515;0.00
1674391055;11517;0.04
1674391115;11518;0.01
1674391175;11519;0.13
1674391235;11520;0.05
1674391295;11521;0.02
1674391356;11523;0.00
1674391416;11524;0.00
1674391476;11526;0.00
1674391536;11527;0.00
1674391596;11527;0.00
1674391656;11529;0.00
1674391716;11531;0.00
1674391776;11531;0.00
1674391836;11533;0.04
1674391896;11535;0.07
1674391956;11537;0.02
1674392016;11540;0.08
1674392076;11544;0.03
1674392136;11545;0.08
1674392196;11549;0.03
1674392256;11551;0.09
1674392316;11555;0.03
1674392376;11557;0.01
1674392436;11562;0.03
1674392496;11564;0.01
1674392556;11566;0.00
1674392616;11568;0.07
1674392676;11571;0.02
1674392736;11572;0.09
1674392796;11573;0.03
1674392856;11575;0.01
1674392916;11577;0.03
1674392976;11578;0.01
1674393036;11583;0.04
1674393096;11585;0.01
1674393156;11591;0.00
1674393216;11594;0.00
1674393276;11598;0.00
1674393336;11599;0.00
1674393396;11602;0.03
1674393456;11608;0.01
1674393516;11612;0.04
1674393576;11614;0.01
1674393636;11616;0.04
1674393696;11617;0.05
1674393756;11621;0.08
1674393816;11624;0.03
1674393876;11626;0.08
1674393936;11628;0.03
1674393996;11631;0.09
1674394056;11632;0.03
1674394116;11635;0.01
1674394176;11636;0.03
1674394236;11641;0.01
1674394296;11643;0.00
1674394356;11648;0.00
1674394416;11651;0.00
1674394476;11652;0.06
1674394536;11656;0.02
1674394596;11661;0.07
1674394656;11667;0.02
1674394716;11671;0.07
1674394776;11673;0.03
1674394836;11681;0.13
1674394896;11685;0.04
1674394956;11690;0.09
1674395016;11693;0.03
1674395076;11695;0.01
1674395136;11699;0.03
1674395196;11701;0.01
1674395257;11707;0.04
1674395317;11710;0.01
1674395377;11712;0.04
1674395437;11714;0.01
1674395497;11715;0.12
1674395557;11719;0.10
1674395617;11722;0.11
1674395677;11725;0.10
1674395737;11728;0.03
1674395797;11733;0.07
1674395857;11738;0.02
1674395917;11745;0.08
1674395977;11750;0.03
1674396037;11752;0.08
1674396097;11756;0.03
1674396157;11764;0.01
1674396217;11767;0.00
1674396277;11771;0.00
1674396337;11775;0.00
1674396397;11780;0.00
1674396457;11786;0.00
1674396517;11788;0.00
1674396577;11790;0.00
1674396637;11792;0.06
1674396697;11794;0.02
1674396757;11799;0.06
1674396817;11802;0.02
1674396877;11804;0.04
1674396937;11806;0.01
1674396997;11811;0.04
1674397057;11816;0.01
1674397117;11819;0.05
1674397177;11826;0.02
1674397237;11830;0.05
1674397297;11834;0.02
1674397357;11841;0.06
1674397417;11845;0.09
1674397477;11850;0.03
1674397537;11854;0.01
1674397597;11863;0.00
1674397657;11871;0.00
1674397717;11881;0.00
1674397777;11883;0.00
1674397837;11886;0.00
1674397897;11889;0.00
1674397957;11892;0.07
1674398017;11895;0.02
1674398077;11898;0.05
1674398137;11901;0.02
1674398197;11903;0.05
1674398257;11905;0.02
1674398317;11906;0.06
1674398377;11908;0.02
1674398437;11910;0.00
1674398497;11913;0.00
1674398557;11917;0.06
1674398617;11920;0.12
1674398677;11922;0.04
1674398737;11926;0.07
1674398798;11931;0.02
1674398858;11935;0.07
1674398918;11940;0.02
1674398978;11942;0.01
1674399038;11946;0.00
1674399098;11949;0.07
1674399158;11952;0.02
1674399218;11955;0.07
1674399278;11958;0.02
1674399338;11960;0.08
1674399398;11965;0.03
1674399458;11968;0.08
1674399518;11975;0.03
1674399578;11981;0.09
1674399638;11987;0.03
1674399698;11991;0.01
1674399758;11995;0.00
1674399818;11996;0.00
1674399878;11998;0.00
1674399938;12000;0.07
1674399998;12002;0.02
1674400058;12006;0.08
1674400118;12009;0.03
1674400178;12011;0.09
1674400238;12015;0.03
1674400298;12017;0.01
1674400358;12023;0.00
1674400418;12027;0.00
1674400478;12032;0.04
1674400538;12036;0.06
1674400598;12039;0.02
1674400658;12044;0.01
1674400718;12047;0.00
1674400778;12051;0.00
1674400838;12055;0.04
1674400898;12056;0.01
1674400958;12059;0.05
1674401018;12061;0.02
1674401078;12063;0.00
1674401138;12066;0.00
1674401198;12069;0.04
1674401258;12074;0.01
1674401318;12079;0.05
1674401378;12080;0.02
1674401438;12084;0.06
1674401498;12085;0.02
1674401558;12087;0.06
1674401618;12089;0.02
1674401678;12092;0.07
1674401738;12094;0.02
1674401798;12095;0.04
1674401858;12098;0.01
1674401918;12101;0.04
1674401978;12104;0.01
1674402038;12105;0.05
1674402098;12108;0.02
1674402158;12111;0.06
1674402218;12114;0.02
1674402278;12116;0.06
1674402338;12119;0.12
1674402398;12121;0.04
1674402458;12123;0.12
1674402518;12124;0.04
1674402578;12127;0.09
1674402638;12133;0.03
1674402698;12134;0.09
1674402759;12140;0.03
1674402819;12144;0.01
1674402879;12146;0.03
1674402939;12162;0.01
1674402999;12168;0.00
1674403059;12172;0.04
1674403119;12174;0.01
1674403179;12181;0.05
1674403239;12187;0.02
1674403299;12192;0.05
1674403359;12198;0.02
1674403419;12200;0.06
1674403479;12206;0.02
1674403539;12210;0.07
1674403599;12214;0.09
1674403659;12219;0.03
1674403719;12222;0.08
1674403779;12225;0.03
1674403839;12230;0.09
1674403899;12232;0.03
1674403959;12234;0.01
1674404019;12237;0.03
1674404079;12240;0.01
1674404139;12246;0.12
1674404199;12249;0.04
1674404259;12251;0.01
1674404319;12258;0.00
1674404379;12261;0.00
1674404439;12266;0.00
1674404499;12274;0.00
1674404559;12281;0.00
1674404619;12286;0.00
1674404679;12292;0.04
1674404739;12293;0.01
1674404799;12301;0.00
1674404859;12305;0.00
1674404919;12308;0.00
1674404979;12313;0.00
1674405039;12319;0.00
1674405099;12326;0.00
1674405159;12339;0.00
1674405219;12344;0.00
1674405279;12347;0.00
1674405339;12359;0.09
1674405399;12367;0.16
1674405459;12374;0.06
1674405519;12380;0.10
1674405579;12383;0.13
1674405639;12385;0.05
1674405699;12390;0.05
1674405759;12395;0.02
1674405819;12403;0.04
1674405879;12409;0.01
1674405939;12414;0.04
1674405999;12421;0.16
1674406059;12423;0.06
1674406119;12431;0.02
1674406179;12436;0.04
1674406239;12438;0.01
1674406299;12441;0.00
1674406359;12443;0.00
1674406419;12444;0.00
1674406479;12448;0.00
1674406539;12452;0.00
1674406599;12453;0.00
1674406659;12457;0.00
1674406719;12463;0.00
1674406780;12466;0.00
1674406840;12471;0.07
1674406900;12472;0.02
1674406960;12478;0.01
1674407020;12479;0.00
1674407080;12480;0.00
1674407140;12484;0.14
1674407200;12486;0.05
1674407260;12488;0.02
1674407320;12490;0.06
1674407380;12494;0.02
1674407440;12500;0.06
1674407500;12501;0.02
1674407560;12503;0.01
1674407620;12506;0.00
1674407680;12510;0.00
1674407740;12513;0.00
1674407800;12515;0.00
1674407860;12517;0.06
1674407920;12519;0.02
1674407980;12520;0.05
1674408040;12521;0.02
1674408100;12523;0.05
1674408160;12524;0.02
1674408220;12526;0.00
1674408280;12528;0.00
1674408340;12535;0.00
1674408400;12541;0.00
1674408460;12546;0.00
1674408520;12548;0.00
1674408580;12550;0.00
1674408640;12554;0.03
1674408700;12556;0.01
1674408760;12561;0.04
1674408820;12562;0.01
1674408880;12563;0.00
1674408940;12566;0.00
1674409000;12570;0.00
1674409060;12572;0.00
1674409120;12574;0.00
